Pricing_Record_ID,NDC,Pricing_Methodology,Unit_Price,Package_Price,Effective_Date,End_Date,Source_System,Last_Updated
PRC0002900,13245368747,Contract Rate,2.8155,33.79,2024-02-26,2025-02-16,PricingFeedA,2025-08-31
PRC0002901,23819199572,MAC,2.9066,215.09,2023-08-12,2024-06-08,PricingFeedB,2025-10-26
PRC0002902,37570262831,MAC,7.2776,465.77,2026-04-16,2027-12-09,PricingFeedA,2025-08-09
PRC0002903,84080407924,NADAC,,36.93,2024-08-07,2025-05-10,PricingFeedB,2026-04-17
PRC0002904,73890570297,AWP,2.0547,32.88,2024-12-11,2026-11-28,PricingFeedB,2026-07-03
PRC0002905,63039619641,NADAC,61.6053,4743.61,2023-04-17,2024-08-06,PricingFeedB,2025-08-21
PRC0002906,98921439381,AWP,14.8616,505.29,2025-02-08,2025-10-18,PricingFeedA,2026-05-15
PRC0002907,80226651352,NADAC,1.3868,72.11,2025-04-21,2027-01-07,PricingFeedA,2026-04-12
PRC0002908,56084952427,MAC,58.7755,4937.14,2026-04-18,2028-03-27,PricingFeedB,2026-02-13
PRC0002909,31559714166,Contract Rate,4.8547,116.51,2026-04-29,2026-10-23,PricingFeedB,2026-07-09
PRC0002910,87088473643,Contract Rate,7.5703,476.93,2024-06-18,2026-02-11,PricingFeedA,2025-03-16
PRC0002911,54348747469,MAC,7.594,744.21,2024-05-08,2026-01-03,PricingFeedB,2026-05-07
PRC0002912,73812149827,Contract Rate,1.2116,56.95,2026-02-20,2026-08-16,PricingFeedA,2025-06-20
PRC0002913,78375177340,WAC,18.9653,1725.84,2026-01-03,2027-03-02,PricingFeedB,2026-03-06
PRC0002914,37017591044,MAC,14.7807,768.6,2024-07-09,2025-09-12,PricingFeedA,2025-06-01
PRC0002915,77393477110,AWP,6.3717,452.39,2025-03-10,2026-09-02,PricingFeedA,2025-03-23
PRC0002916,54293312163,MAC,9.4611,444.67,2023-10-08,2025-08-15,PricingFeedB,2025-02-16
PRC0002917,37452117788,Contract Rate,23.339,1423.68,2023-10-11,2025-04-13,PricingFeedA,2025-01-18
PRC0002918,37173563991,WAC,4.8362,62.87,2024-08-10,2026-01-05,PricingFeedA,2025-02-15
PRC0002919,67080423748,MAC,13.195,1227.13,2023-01-23,2024-08-30,PricingFeedA,2026-02-23
PRC0002920,39273980031,Contract Rate,2.5212,244.56,2023-07-08,2024-12-13,PricingFeedB,2026-02-03
PRC0002921,42576948965,NADAC,34.8477,2752.97,2023-08-19,2025-04-16,PricingFeedB,2026-03-19
PRC0002922,63128504045,AWP,13.6555,1051.47,2023-10-09,2025-04-25,PricingFeedA,2025-03-08
PRC0002923,48520467193,MAC,16.1323,725.95,2023-06-08,2024-08-24,PricingFeedB,2026-07-18
PRC0002924,22581320920,AWP,18.2715,548.14,2023-06-24,2025-01-22,PricingFeedA,2026-05-14
PRC0002925,94421963775,AWP,8.4908,254.72,2025-03-12,2027-01-06,PricingFeedA,2026-03-28
PRC0002926,11616709896,Contract Rate,7.021,337.01,2024-01-01,2024-07-25,PricingFeedA,2025-08-18
PRC0002927,69287415359,AWP,6.8908,544.37,2026-05-02,2026-11-23,PricingFeedA,2025-05-05
PRC0002928,97361501089,WAC,59.9278,5393.5,2025-10-09,2027-06-23,PricingFeedB,2025-03-24
PRC0002929,97829657184,NADAC,5.6589,333.88,2025-08-21,2027-01-06,PricingFeedA,2025-12-28
PRC0002930,27388983519,AWP,5.8758,199.78,2023-03-14,2024-01-14,PricingFeedB,2025-10-29
PRC0002931,80152664967,NADAC,23.8853,1457.0,2026-02-23,2026-10-09,PricingFeedB,2025-01-18
PRC0002932,45750813449,Contract Rate,2.5476,229.28,2026-01-18,2026-05-21,PricingFeedA,2025-09-16
PRC0002933,80745561821,NADAC,9.7347,408.86,2024-01-09,2025-06-04,PricingFeedA,2025-09-01
PRC0002934,84031314513,NADAC,9.706,708.54,2023-05-03,2024-05-06,PricingFeedB,2026-05-17
PRC0002935,52039804315,MAC,3.4835,271.71,2024-12-21,2025-04-03,PricingFeedB,2026-06-13
PRC0002936,92414186439,NADAC,33.3428,433.46,2024-08-15,2025-08-24,PricingFeedB,2026-06-21
PRC0002937,52440734534,MAC,1.0026,69.18,2023-09-01,2024-07-22,PricingFeedA,2025-11-04
PRC0002938,15501225748,MAC,7.7775,699.98,2025-01-12,2026-02-12,PricingFeedA,2026-05-29
PRC0002939,24212233551,Contract Rate,2.4061,141.96,2024-03-27,2026-01-18,PricingFeedA,2025-07-11
PRC0002940,60323145092,NADAC,35.0741,2174.59,2026-01-23,2027-01-07,PricingFeedA,2025-02-20
PRC0002941,20309347358,WAC,5.9588,417.12,2024-11-19,2025-02-19,PricingFeedB,2025-02-18
PRC0002942,63166657868,AWP,6.4078,102.52,2026-04-28,2027-05-14,PricingFeedB,2025-04-25
PRC0002943,46005730687,Contract Rate,16.0327,336.69,2024-03-15,2026-02-14,PricingFeedB,2025-07-17
PRC0002944,79480401968,WAC,0.6372,10.83,2023-08-12,2024-02-04,PricingFeedB,2025-08-17
PRC0002945,37677228163,WAC,3.3164,325.01,2025-05-10,2026-10-01,PricingFeedB,2026-04-29
PRC0002946,64322142638,WAC,25.2767,581.36,2024-04-02,2025-04-28,PricingFeedA,2025-12-15
PRC0002947,26940396868,MAC,4.2002,155.41,2025-05-25,2026-09-15,PricingFeedB,2025-06-24
PRC0002948,21421615389,Contract Rate,66.2307,5033.53,2025-02-22,2025-10-04,PricingFeedB,2025-01-11
PRC0002949,44905932967,WAC,4.3986,422.27,2023-05-28,2025-01-25,PricingFeedB,2026-08-13
PRC0002950,70483244548,NADAC,11.5937,139.12,2025-06-25,2027-01-30,PricingFeedA,2025-07-21
PRC0002951,80465954660,Contract Rate,0.4817,23.6,2026-01-14,2027-05-27,PricingFeedB,2026-02-12
PRC0002952,10731878875,Contract Rate,12.4915,562.12,2025-01-08,2025-08-27,PricingFeedA,2025-05-02
PRC0002953,29696691682,Contract Rate,15.689,768.76,2023-03-31,2024-02-05,PricingFeedA,2025-11-15
PRC0002954,80340679445,Contract Rate,5.5137,474.18,2024-02-16,2024-07-26,PricingFeedB,2025-02-06
PRC0002955,35516352970,AWP,11.6429,372.57,2024-10-26,2026-01-01,PricingFeedB,2025-09-10
PRC0002956,59221259051,MAC,8.2952,149.31,2023-12-15,2024-10-08,PricingFeedB,2026-02-23
PRC0002957,39552514457,MAC,-34.4736,-1792.63,2023-07-01,2025-02-15,PricingFeedB,2025-06-22
PRC0002958,77574673580,WAC,5.4451,217.8,2023-08-23,2024-05-25,PricingFeedA,2025-04-29
PRC0002959,35516352970,WAC,5.653,277.0,2025-09-01,2025-12-10,PricingFeedB,2025-09-04
PRC0002960,44531515535,Contract Rate,32.4575,2434.31,2025-08-06,2025-11-15,PricingFeedA,2026-08-08
PRC0002961,11713731824,MAC,19.4369,1710.45,2024-12-21,2026-05-10,PricingFeedA,2026-07-29
PRC0002962,66678730118,WAC,5.721,286.05,2025-02-20,2026-11-20,PricingFeedB,2025-03-29
PRC0002963,42790921133,WAC,27.9515,1257.82,2024-03-26,2024-12-09,PricingFeedA,2026-08-07
PRC0002964,93839707777,MAC,25.345,1850.18,2023-09-20,2024-01-27,PricingFeedA,2025-01-03
PRC0002965,52004247373,MAC,7.3907,473.0,2024-12-01,2026-07-10,PricingFeedB,2025-05-27
PRC0002966,28631979336,MAC,7.3,189.8,2024-04-03,2026-03-12,PricingFeedB,2025-11-02
PRC0002967,18083108393,Contract Rate,2.8453,227.62,2026-05-27,2026-11-07,PricingFeedB,2026-02-26
PRC0002968,28631979336,UNKNOWN_METHOD,20.5107,1230.64,2024-12-15,2026-04-18,PricingFeedB,2026-04-01
PRC0002969,41115163443,Contract Rate,25.937,466.87,2025-05-14,2026-03-09,PricingFeedB,2025-08-12
PRC0002970,41217651162,Contract Rate,6.8459,219.07,2025-03-15,2027-02-21,PricingFeedA,2026-06-27
PRC0002971,61916924081,WAC,56.1377,1122.75,2023-01-27,2024-06-16,PricingFeedB,2026-05-27
PRC0002972,42506952673,AWP,3.4895,334.99,2024-03-26,2025-07-26,PricingFeedB,2025-08-19
PRC0002973,86876532778,NADAC,40.1957,1728.42,2023-02-12,2024-01-14,PricingFeedB,2026-03-09
PRC0002974,62842687164,WAC,19.537,1348.05,2026-05-18,2026-09-12,PricingFeedB,2025-04-05
PRC0002975,18501762876,AWP,14.5261,624.62,2025-03-03,2025-07-02,PricingFeedB,2025-06-22
PRC0002976,85393162035,WAC,7.5841,644.65,2023-02-21,2024-07-25,PricingFeedA,2025-12-21
PRC0002977,55066490222,NADAC,46.364,4126.4,2023-11-21,2024-03-12,PricingFeedA,2025-01-07
PRC0002978,31559714166,Contract Rate,20.8622,1001.39,2026-02-28,2026-06-23,PricingFeedA,2025-08-15
PRC0002979,67141494586,AWP,2.6566,71.73,2024-08-21,2024-12-17,PricingFeedB,2026-03-15
PRC0002980,54493906935,WAC,14.1646,240.8,2023-05-30,2025-01-26,PricingFeedB,2025-12-26
PRC0002981,62579571575,WAC,23.6584,1750.72,2025-05-24,2025-12-22,PricingFeedB,2026-02-08
PRC0002982,81267869985,NADAC,9.8099,892.7,2024-02-17,2024-11-20,PricingFeedA,2026-02-28
PRC0002983,88756957596,WAC,32.0754,1315.09,2025-03-11,2025-11-13,PricingFeedA,2025-11-09
PRC0002984,63116718685,WAC,2.0141,138.97,2025-12-23,2026-04-13,PricingFeedA,2025-01-14
PRC0002985,77393477110,AWP,7.4686,141.9,2026-03-04,2026-09-27,PricingFeedA,2025-11-05
PRC0002986,12371232115,Contract Rate,101.6399,4777.08,2023-05-16,2024-06-11,PricingFeedA,2026-07-11
PRC0002987,74385175975,NADAC,3.024,48.38,2024-09-09,2026-02-21,PricingFeedB,2025-06-11
PRC0002988,33036992193,AWP,23.1492,1597.29,2023-04-16,2024-05-16,PricingFeedA,2025-10-24
PRC0002989,55577596931,AWP,5.65,192.1,2024-07-20,2024-12-25,PricingFeedA,2025-07-28
PRC0002990,64889810674,NADAC,10.9455,820.91,2023-12-10,2024-10-04,PricingFeedB,2025-12-12
PRC0002991,78528685790,Contract Rate,1.8492,125.75,2024-01-09,2024-05-16,PricingFeedB,2025-02-21
PRC0002992,58257248865,WAC,3.9287,353.58,2026-02-07,2027-11-21,PricingFeedB,2025-07-29
PRC0002993,78627670934,AWP,0.7067,68.55,2023-08-26,2025-03-14,PricingFeedA,2025-02-16
PRC0002994,20641978938,Contract Rate,3.7854,193.06,2025-05-17,2026-02-10,PricingFeedA,2025-05-27
PRC0002995,21128586347,NADAC,3.2831,128.04,2025-05-16,2027-02-15,PricingFeedB,2025-12-03
PRC0002996,68669877665,WAC,4.2662,392.49,2023-12-01,2024-05-31,PricingFeedB,2025-07-09
PRC0002997,38649367251,NADAC,11.5891,359.26,2023-03-30,2024-03-12,PricingFeedB,2025-12-13
PRC0002998,29289502522,Contract Rate,1.3879,124.91,2026-01-27,2027-03-08,PricingFeedA,2025-09-18
PRC0002999,48836820566,WAC,33.2865,1264.89,2023-06-24,2025-03-23,PricingFeedB,2025-05-03
PRC0003000,64075701520,NADAC,8.1689,522.81,2023-02-06,2024-12-16,PricingFeedB,2026-07-09
PRC0003001,20972530362,NADAC,3.5198,165.43,2023-10-18,2025-01-24,PricingFeedB,2026-07-04
PRC0003002,22743552549,NADAC,23.8121,2309.77,2026-01-02,2026-10-29,PricingFeedA,2025-08-20
PRC0003003,96886169095,WAC,2.9271,175.63,2024-11-13,2025-03-28,PricingFeedB,2025-07-17
PRC0003004,85528237583,WAC,12.2777,552.5,2025-11-08,2027-07-05,PricingFeedA,2026-05-03
PRC0003005,81987321337,Contract Rate,6.8133,449.68,2023-10-29,2025-03-14,PricingFeedB,2025-03-24
PRC0003006,35251160755,Contract Rate,25.1049,878.67,2023-02-15,2023-05-30,PricingFeedA,2026-01-30
PRC0003007,99918121569,MAC,7.7325,765.52,2023-09-06,2024-07-23,PricingFeedB,2025-03-17
PRC0003008,37535827761,Contract Rate,26.1933,785.8,2023-04-07,2023-08-08,PricingFeedA,2025-01-10
PRC0003009,27054682245,WAC,2.7875,114.29,2023-05-11,2024-12-21,PricingFeedA,2026-06-25
PRC0003010,59049568585,Contract Rate,,951.99,2024-07-10,2025-01-30,PricingFeedB,2026-01-24
PRC0003011,10731878875,WAC,7.1168,533.76,2023-12-02,2024-08-03,PricingFeedA,2026-05-07
PRC0003012,56531179876,WAC,26.1886,602.34,2025-11-09,2026-09-08,PricingFeedA,2026-01-27
PRC0003013,87647246210,AWP,9.8835,761.03,2025-12-07,2027-11-09,PricingFeedA,2026-03-29
PRC0003014,22313207361,AWP,10.0516,582.99,2026-05-27,2028-01-13,PricingFeedB,2025-05-12
PRC0003015,92373928763,AWP,4.6846,295.13,2025-11-17,2027-09-10,PricingFeedB,2025-03-01
PRC0003016,20858309589,WAC,3.0497,173.83,2026-05-12,2027-06-06,PricingFeedB,2026-07-17
PRC0003017,14420419723,NADAC,12.079,1062.95,2023-08-29,2024-12-11,PricingFeedB,2026-01-31
PRC0003018,79563396334,NADAC,17.2188,1377.5,2023-09-05,2025-04-13,PricingFeedA,2025-12-08
PRC0003019,97224337179,NADAC,23.951,1772.37,2025-07-23,2026-11-13,PricingFeedB,2025-06-14
PRC0003020,54493906935,WAC,7.7396,688.82,2025-06-28,2026-12-22,PricingFeedB,2025-12-01
PRC0003021,72171503347,Contract Rate,1.3374,14.71,2024-10-17,2025-06-23,PricingFeedA,2025-03-08
PRC0003022,25245820746,WAC,44.407,3463.75,2023-12-06,2025-02-17,PricingFeedB,2025-07-23
PRC0003023,14904163164,NADAC,12.6256,681.78,2025-06-19,2026-04-22,PricingFeedA,2025-11-30
PRC0003024,44905932967,NADAC,6.8891,523.57,2023-01-08,2024-04-14,PricingFeedB,2026-06-24
PRC0003025,94227785584,Contract Rate,14.042,168.5,2024-09-29,2025-04-18,PricingFeedB,2025-10-04
PRC0003026,47349867456,WAC,5.4181,178.8,2024-07-25,2025-11-03,PricingFeedB,2025-10-04
PRC0003027,82440106680,WAC,4.3025,266.75,2024-02-01,2024-11-07,PricingFeedA,2025-10-07
PRC0003028,23007709819,NADAC,0.6319,17.69,2023-02-05,2024-01-09,PricingFeedA,2025-02-17
PRC0003029,58257248865,MAC,5.8085,278.81,2025-01-16,2025-05-15,PricingFeedB,2025-02-24
PRC0003030,58584770558,WAC,66.8503,3141.96,2026-01-26,2027-06-29,PricingFeedB,2025-08-06
PRC0003031,25766628880,NADAC,16.9257,761.66,2023-09-06,2025-01-21,PricingFeedA,2025-02-27
PRC0003032,47040255743,NADAC,3.4056,200.93,2026-05-07,2027-10-26,PricingFeedA,2025-10-13
PRC0003033,28309735158,WAC,32.8682,1544.81,2023-05-22,2024-08-20,PricingFeedB,2026-04-29
PRC0003034,91227369073,MAC,0.5775,52.55,2024-03-04,2024-09-24,PricingFeedB,2026-04-10
PRC0003035,42374213026,NADAC,4.1822,50.19,2024-02-23,2024-10-04,PricingFeedB,2026-02-13
PRC0003036,46919436288,AWP,3.3249,142.97,2025-07-16,2026-03-16,PricingFeedB,2026-06-02
PRC0003037,20309347358,Contract Rate,2.9517,218.43,2024-03-03,2025-02-11,PricingFeedA,2025-03-21
PRC0003038,92809819256,AWP,12.1863,292.47,2023-09-27,2025-06-02,PricingFeedB,2025-07-07
PRC0003039,92894865154,UNKNOWN_METHOD,17.487,594.56,2024-03-10,2024-11-26,PricingFeedB,2025-05-01
PRC0003040,82124250653,NADAC,6.1837,86.57,2024-10-20,2026-03-08,PricingFeedA,2026-01-11
PRC0003041,91233214850,WAC,2.6443,47.6,2023-12-30,2024-07-11,PricingFeedA,2025-03-13
PRC0003042,22187365237,MAC,39.2312,2550.03,2025-09-25,2026-02-23,PricingFeedB,2025-01-16
PRC0003043,15134521550,NADAC,36.3524,836.11,2024-02-09,2025-09-11,PricingFeedB,2025-03-19
PRC0003044,94306492934,WAC,9.0729,181.46,2023-07-20,2024-02-06,PricingFeedB,2026-05-05
PRC0003045,40972267118,NADAC,4.8849,200.28,2025-08-04,2025-12-29,PricingFeedB,2025-02-11
PRC0003046,59783584950,WAC,8.635,638.99,2025-08-10,2026-12-03,PricingFeedA,2026-01-27
PRC0003047,73362282174,NADAC,19.2734,1329.86,2025-10-29,2027-03-07,PricingFeedA,2025-06-13
PRC0003048,80158561493,Contract Rate,3.8157,141.18,2025-05-14,2025-12-16,PricingFeedA,2026-07-04
PRC0003049,32786886812,NADAC,4.8842,249.09,2026-02-03,2027-03-15,PricingFeedA,2025-01-05
PRC0003050,36423490868,AWP,17.8175,374.17,2026-05-31,2027-07-18,PricingFeedA,2025-03-27
PRC0003051,55406762387,AWP,-8.0576,-306.19,2023-10-18,2024-12-04,PricingFeedB,2025-09-14
PRC0003052,54458104234,NADAC,9.4582,227.0,2026-04-24,2027-09-02,PricingFeedB,2026-04-03
PRC0003053,93381483220,MAC,3.0941,194.93,2026-04-15,2027-10-29,PricingFeedB,2026-04-18
PRC0003054,33036992193,Contract Rate,10.2921,885.12,2023-11-05,2024-12-27,PricingFeedB,2026-02-14
PRC0003055,13230284057,MAC,7.7564,131.86,2023-07-28,2025-01-23,PricingFeedA,2025-10-10
PRC0003056,72982905964,AWP,8.1675,596.23,2024-05-14,2025-05-07,PricingFeedB,2026-06-09
PRC0003057,98272669316,AWP,7.0861,481.85,2024-12-22,2026-10-09,PricingFeedA,2025-11-29
PRC0003058,39388824427,Contract Rate,1.143,41.15,2024-03-09,2024-11-18,PricingFeedB,2026-04-13
PRC0003059,60986106546,WAC,1.0335,76.48,2023-11-28,2025-01-30,PricingFeedB,2025-02-16
PRC0003060,67041360337,NADAC,1.6811,80.69,2024-10-20,2025-08-04,PricingFeedB,2025-02-18
PRC0003061,24721435259,MAC,17.0443,1499.9,2024-03-11,2025-02-20,PricingFeedA,2026-03-06
PRC0003062,68669877665,WAC,5.1796,466.16,2025-12-28,2027-03-25,PricingFeedB,2026-01-08
PRC0003063,60055684146,MAC,0.8939,65.25,2025-07-10,2026-07-29,PricingFeedA,2025-03-21
PRC0003064,81569427757,AWP,22.5772,790.2,2025-11-13,2026-08-02,PricingFeedB,2026-04-26
PRC0003065,88689159412,WAC,1.3742,108.56,2024-03-04,2025-07-24,PricingFeedB,2025-12-20
PRC0003066,21137610492,NADAC,12.4724,1234.77,2026-01-14,2026-11-20,PricingFeedA,2025-04-28
PRC0003067,67115974246,MAC,3.0062,174.36,2023-09-21,2024-02-28,PricingFeedB,2025-07-01
PRC0003068,68484176329,WAC,3.6289,297.57,2024-06-02,2026-03-24,PricingFeedA,2025-11-05
PRC0003069,92188700925,NADAC,3.3653,208.65,2024-05-07,2024-11-18,PricingFeedB,2026-03-20
PRC0003070,68335772779,AWP,,763.59,2024-10-22,2025-08-30,PricingFeedA,2026-01-19
PRC0003071,61637120843,AWP,3.2472,133.14,2023-11-12,2025-10-24,PricingFeedA,2025-08-11
PRC0003072,71138176370,WAC,11.9837,898.78,2024-05-14,2025-03-31,PricingFeedB,2025-03-30
PRC0003073,79689644320,AWP,26.1066,1984.1,2024-10-01,2026-01-27,PricingFeedB,2026-07-17
PRC0003074,22187365237,MAC,1.4942,119.54,2024-11-26,2026-08-24,PricingFeedA,2026-05-26
PRC0003075,37423653148,Contract Rate,6.2513,137.53,2024-03-08,2025-09-15,PricingFeedA,2026-02-01
PRC0003076,49498489686,AWP,44.7516,2908.85,2024-09-18,2026-01-02,PricingFeedB,2025-09-02
PRC0003077,99532189053,WAC,10.0549,372.03,2023-09-21,2025-07-12,PricingFeedA,2026-04-12
PRC0003078,40815151380,WAC,9.1349,785.6,2023-01-22,2024-12-04,PricingFeedB,2025-10-22
PRC0003079,39273980031,NADAC,2.7765,208.24,2025-12-27,2027-02-11,PricingFeedA,2026-02-13
PRC0003080,22187365237,NADAC,15.0425,345.98,2025-01-08,2025-07-14,PricingFeedB,2026-01-21
PRC0003081,77393477110,WAC,18.8448,489.96,2025-10-16,2027-02-14,PricingFeedB,2026-01-06
PRC0003082,26262248157,NADAC,2.1128,27.47,2026-03-06,2027-03-03,PricingFeedB,2026-06-26
PRC0003083,53008248547,AWP,3.3244,119.68,2025-09-17,2026-10-15,PricingFeedA,2025-08-23
PRC0003084,83727139018,WAC,20.5803,1934.55,2023-05-21,2024-09-10,PricingFeedA,2025-03-28
PRC0003085,23817377057,MAC,11.2103,1042.56,2023-04-02,2024-11-18,PricingFeedB,2025-12-29
PRC0003086,26884937862,Contract Rate,2.4181,169.27,2024-05-07,2025-01-10,PricingFeedB,2025-09-14
PRC0003087,23338670584,AWP,5.6679,243.72,2023-03-20,2024-01-15,PricingFeedB,2026-01-13
PRC0003088,96682671088,NADAC,3.8542,142.61,2023-02-15,2023-09-03,PricingFeedA,2025-07-16
PRC0003089,23885768970,AWP,3.7671,184.59,2023-10-09,2025-09-25,PricingFeedA,2025-10-12
PRC0003090,57036754977,NADAC,4.8502,101.85,2023-02-13,2024-08-11,PricingFeedB,2026-01-23
PRC0003091,92274531886,WAC,14.8057,873.54,2025-09-09,2025-12-29,PricingFeedB,2025-02-17
PRC0003092,52440734534,NADAC,6.257,93.85,2023-10-25,2024-12-31,PricingFeedB,2026-08-10
PRC0003093,50461794847,Contract Rate,2.6725,69.48,2026-05-07,2026-12-20,PricingFeedB,2025-08-29
PRC0003094,81987321337,NADAC,24.7978,2256.6,2023-05-28,2024-05-03,PricingFeedA,2026-05-31
PRC0003095,67115974246,AWP,2.1548,163.76,2025-10-07,2026-05-26,PricingFeedB,2026-06-19
PRC0003096,58257248865,NADAC,30.0252,2131.79,2023-10-18,2025-07-11,PricingFeedA,2025-10-13
PRC0003097,28631979336,NADAC,39.3983,630.37,2024-09-23,2025-11-13,PricingFeedB,2025-02-15
PRC0003098,82100899412,Contract Rate,1.1403,72.98,2026-03-04,2027-10-22,PricingFeedA,2025-01-18
PRC0003099,92945796828,WAC,20.0285,1942.76,2023-05-04,2024-11-23,PricingFeedB,2026-07-22
PRC0003100,10849291063,NADAC,8.1593,81.59,2025-05-24,2026-03-23,PricingFeedA,2026-03-07
PRC0003101,79775467157,AWP,7.4772,508.45,2023-04-19,2024-11-02,PricingFeedA,2025-07-13
PRC0003102,34198319284,Contract Rate,6.2429,399.55,2025-10-22,2027-01-27,PricingFeedA,2025-10-13
PRC0003103,88056214772,NADAC,7.7084,246.67,2025-06-16,2027-03-11,PricingFeedB,2026-04-19
PRC0003104,28216637671,MAC,6.6819,307.37,2024-12-23,2025-07-19,PricingFeedB,2026-05-15
PRC0003105,73921220685,NADAC,20.7621,1785.54,2024-10-18,2026-07-12,PricingFeedA,2026-08-01
PRC0003106,54800139458,AWP,7.4354,483.3,2024-03-08,2026-01-07,PricingFeedA,2025-02-13
PRC0003107,76440908482,NADAC,16.5784,1458.9,2025-12-13,2026-03-13,PricingFeedB,2025-10-07
PRC0003108,76324394748,WAC,32.7293,1669.19,2023-02-01,2024-05-18,PricingFeedA,2025-01-04
PRC0003109,94487791738,NADAC,0.7364,67.01,2023-12-11,2025-07-06,PricingFeedB,2026-01-19
PRC0003110,48104454958,Contract Rate,8.5226,127.84,2025-04-11,2026-01-02,PricingFeedB,2026-06-16
PRC0003111,93381483220,Contract Rate,11.0741,786.26,2023-02-23,2024-12-12,PricingFeedA,2025-05-29
PRC0003112,80870713084,Contract Rate,36.8883,922.21,2024-02-28,2024-11-08,PricingFeedA,2026-02-24
PRC0003113,70556245848,NADAC,4.9899,339.31,2023-03-20,2025-02-03,PricingFeedB,2026-02-14
PRC0003114,76548454081,NADAC,2.3044,87.57,2025-01-31,2026-09-16,PricingFeedA,2025-03-03
PRC0003115,10424211436,Contract Rate,16.4548,1579.66,2025-02-12,2025-07-01,PricingFeedB,2026-08-01
PRC0003116,10772533217,NADAC,2.5448,157.78,2025-03-15,2026-04-30,PricingFeedB,2026-05-11
PRC0003117,10772533217,Contract Rate,8.0236,320.94,2025-09-13,2026-05-29,PricingFeedB,2025-01-09
PRC0003118,57675334230,WAC,3.6586,113.42,2023-06-10,2024-08-23,PricingFeedA,2025-11-22
PRC0003119,97815836329,MAC,18.6716,205.39,2025-12-03,2026-10-10,PricingFeedB,2025-12-20
PRC0003120,40081577678,MAC,20.4888,1659.59,2024-12-14,2025-08-22,PricingFeedB,2026-05-22
PRC0003121,32903672787,WAC,0.7315,19.02,2023-05-19,2024-04-26,PricingFeedB,2026-06-14
PRC0003122,73727371375,WAC,1.8917,138.09,2025-02-28,2025-06-07,PricingFeedB,2025-03-09
PRC0003123,62176247065,Contract Rate,20.5387,739.39,2025-07-01,2027-01-20,PricingFeedB,2025-03-02
PRC0003124,61687887076,Contract Rate,1.1003,13.2,2024-10-22,2026-09-17,PricingFeedB,2025-08-07
PRC0003125,52039804315,NADAC,5.4225,498.87,2026-05-29,2027-01-09,PricingFeedA,2025-08-16
PRC0003126,48827576665,AWP,10.3801,259.5,2023-04-30,2024-07-22,PricingFeedA,2025-05-27
PRC0003127,55504611813,AWP,0.9595,84.44,2025-03-13,2026-09-19,PricingFeedB,2025-10-08
PRC0003128,44363144090,WAC,23.5244,1670.23,2024-11-23,2025-03-16,PricingFeedA,2025-09-12
PRC0003129,73434787752,AWP,10.925,557.18,2024-11-30,2025-08-22,PricingFeedB,2025-09-25
PRC0003130,47326286219,WAC,13.408,1233.54,2024-05-23,2025-11-04,PricingFeedA,2026-02-26
PRC0003131,63764194169,Contract Rate,4.6561,144.34,2025-02-09,2025-11-10,PricingFeedA,2026-01-18
PRC0003132,54800139458,Contract Rate,4.0267,261.74,2024-01-04,2024-04-25,PricingFeedA,2026-04-06
PRC0003133,97829657184,AWP,2.007,144.5,2025-01-12,2026-08-28,PricingFeedB,2025-04-29
PRC0003134,24212233551,Contract Rate,5.0865,503.56,2024-09-27,2025-03-22,PricingFeedB,2025-03-23
PRC0003135,65004145763,MAC,8.29,563.72,2026-02-13,2027-12-16,PricingFeedB,2025-11-23
PRC0003136,67543708985,Contract Rate,20.048,1744.18,2023-02-07,2024-07-30,PricingFeedA,2025-11-09
PRC0003137,48836820566,WAC,2.9589,251.51,2023-05-25,2024-04-23,PricingFeedB,2025-05-15
PRC0003138,71431521823,MAC,27.2278,1524.76,2023-07-26,2023-11-12,PricingFeedB,2026-05-25
PRC0003139,22438118591,WAC,7.7234,432.51,2023-11-13,2024-12-11,PricingFeedB,2026-06-05
PRC0003140,19307837771,NADAC,-24.285,-1869.94,2024-01-21,2024-10-11,PricingFeedA,2025-06-01
PRC0003141,47220155350,Contract Rate,4.3311,168.91,2025-11-18,2026-12-11,PricingFeedB,2025-08-23
PRC0003142,64624829654,NADAC,22.4463,1324.33,2023-11-12,2025-03-30,PricingFeedA,2025-06-19
PRC0003143,91237315897,Contract Rate,15.2475,869.11,2023-04-01,2024-07-01,PricingFeedB,2026-06-07
PRC0003144,66678730118,WAC,-2.4164,-171.56,2024-10-11,2025-06-09,PricingFeedA,2025-03-08
PRC0003145,36201328832,NADAC,11.6525,302.96,2024-08-30,2026-07-29,PricingFeedB,2026-03-29
PRC0003146,64140385391,WAC,17.3181,311.73,2024-02-28,2025-08-11,PricingFeedA,2026-01-22
PRC0003147,76013679988,WAC,0.5417,28.17,2023-10-05,2024-02-01,PricingFeedA,2025-05-24
PRC0003148,78234779957,AWP,3.2958,250.48,2024-10-18,2025-08-01,PricingFeedB,2025-11-10
PRC0003149,99873357727,NADAC,12.1545,230.94,2025-03-27,2025-07-15,PricingFeedA,2025-01-13
PRC0003150,18475573796,Contract Rate,1.9858,33.76,2025-12-13,2027-05-23,PricingFeedA,2025-03-01
PRC0003151,70444329131,WAC,15.9081,238.62,2024-11-06,2025-10-17,PricingFeedB,2026-05-09
PRC0003152,78173474180,Contract Rate,14.8176,1363.22,2025-05-25,2025-11-12,PricingFeedB,2025-03-28
