Pharmacy_Source_ID,NPI,NCPDP_ID,Pharmacy_Name,Pharmacy_Type,Address,City,State,ZIP,Network_Status,Effective_Date,End_Date,Source_System
PHM00393,3817159617,9053792,MedCenter Pharmacy #6088,Specialty,8090 Market St,Kansas City,MO,70152,In Network,2020-01-23,,ProviderMaster
PHM00394,8899847904,9505610,Community Pharmacy #9729,Hospital,4610 Lake St,Chico,CA,1234,In Network,2023-11-21,,ProviderMaster
PHM00395,6891737421,1268747,HealthMart #5737,Independent,6122 Oak St,Sacramento,CA,53275,Preferred,2022-08-22,,NetworkHub
PHM00396,1020189276,2850363,Wellness Rx #1938,Retail,9673 Pine St,Fort Collins,CO,07574,In Network,2024-02-12,,NetworkHub
PHM00397,6308829195,9771736,Family Drug #4436,Specialty,2624 Oak St,Pittsburgh,PA,86582,Preferred,2022-01-09,,ProviderMaster
PHM00398,2587127390,1181476,Premier Pharmacy #8773,Mail Order,2761 Lake St,Los Angeles,CA,01136,In Network,2020-06-02,,ProviderMaster
PHM00399,0029915786,3087602,HealthMart #1280,Mail Order,9202 Oak St,Orlando,FL,01609,In Network,2020-04-06,,ProviderMaster
PHM00400,9173724541,3106618,Family Drug #8412,Retail,5853 Park St,Sacramento,CA,12581,In Network,2022-11-25,,ProviderMaster
PHM00401,9041628388,1111936,CVS Pharmacy #2988,Specialty,7434 Park St,Buffalo,NY,19986,Preferred,2024-07-07,,ProviderMaster
PHM00402,1556163831,9698700,Family Drug #1359,Independent,5049 Main St,New York,NY,91633,In Network,2024-06-23,,NetworkHub
PHM00403,7740592091,3346473,CVS Pharmacy #8441,Mail Order,6882 Lake St,Jacksonville,FL,86244,In Network,2025-12-12,,NetworkHub
PHM00404,5583545677,2090599,Regional Specialty Pharmacy #926,Mail Order,5464 Park St,Raleigh,NC,03888,In Network,2020-09-28,,NetworkHub
PHM00405,2189928019,7309376,Premier Pharmacy #5373,Independent,1353 Oak St,New York,NY,08803,In Network,2020-08-13,,NetworkHub
PHM00406,0058117762,4376218,Walgreens #691,Hospital,3660 Lake St,King of Prussia,PA,07508,In Network,2021-10-15,,NetworkHub
PHM00407,6858957419,5912621,Family Drug #878,Mail Order,4640 Park St,Pittsburgh,PA,75884,In Network,2024-03-08,,NetworkHub
PHM00408,3681861106,8025057,MedCenter Pharmacy #6592,Mail Order,5881 Oak St,Raleigh,NC,35602,Out of Network,2020-06-11,,ProviderMaster
PHM00409,9557039032,3177970,Community Pharmacy #7054,Hospital,7984 Park St,Los Angeles,CA,47181,Preferred,2023-01-01,,ProviderMaster
PHM00410,1423564613,8867195,Community Pharmacy #6225,Independent,8305 Main St,San Diego,CA,76937,In Network,2023-01-20,,ProviderMaster
PHM00411,3384873260,1648185,CVS Pharmacy #6992,Mail Order,4384 Park St,Charlotte,NC,97003,Out of Network,2024-09-12,,ProviderMaster
PHM00412,9123017242,8611508,Wellness Rx #604,Independent,9303 Oak St,Harrisburg,PA,48913,Preferred,2022-07-27,,ProviderMaster
PHM00413,8936528666,7280821,Regional Specialty Pharmacy #9427,Mail Order,866 Park St,Fort Collins,CO,30340,In Network,2021-09-17,,NetworkHub
PHM00414,4694079971,3394742,HealthMart #147,Specialty,6958 Lake St,Pittsburgh,PA,01463,In Network,2021-10-10,,ProviderMaster
PHM00415,0639344089,6260042,CVS Pharmacy #2653,Hospital,608 Oak St,Miami,FL,78562,In Network,2024-08-22,,NetworkHub
PHM00416,8093713446,1636307,Walgreens #6265,Independent,1759 Lake St,Tampa,FL,50663,Preferred,2022-03-06,,NetworkHub
PHM00417,9977314181,9450481,Wellness Rx #1435,Specialty,7398 Park St,Kansas City,MO,49029,In Network,2025-04-16,,NetworkHub
PHM00418,4513399508,0858664,Premier Pharmacy #6586,Hospital,6177 Oak St,Fort Collins,CO,43557,In Network,2025-04-27,,ProviderMaster
PHM00419,1141553864,2698981,Family Drug #3824,Specialty,4313 Oak St,Rochester,NY,66447,In Network,2021-12-02,,ProviderMaster
PHM00420,9045024243,1419948,HealthMart #2668,Specialty,6941 Park St,Philadelphia,PA,77032,In Network,2024-04-05,,NetworkHub
PHM00421,2828742940,1388539,Wellness Rx #5813,Independent,8155 Main St,Albany,NY,92916,In Network,2022-04-23,,ProviderMaster
PHM00422,8851691954,0856786,CarePoint #5296,Hospital,239 Oak St,Dallas,TX,25920,Preferred,2024-09-05,,ProviderMaster
PHM00423,4650790371,4632825,PREMIER PHARMACY #4217,Independent,3978 Pine St,Albany,NY,27776,In Network,2020-11-18,,ProviderMaster
PHM00424,2966514512,8043834,Community Pharmacy #9730,Hospital,7705 Lake St,Fort Collins,CO,00906,Out of Network,2021-03-18,,ProviderMaster
PHM00425,3398101560,9946517,Family Drug #4823,Independent,1936 Market St,Greensboro,NC,91005,Out of Network,2021-08-08,,NetworkHub
PHM00426,1812327924,9352745,Wellness Rx #649,Retail,3456 Pine St,Fresno,CA,31168,In Network,2020-10-23,,NetworkHub
PHM00427,2357379484,7866453,Premier Pharmacy #9964,Mail Order,481 Park St,San Antonio,TX,60105,In Network,2022-05-27,,NetworkHub
PHM00428,5286930137,3063713,Walgreens #7052,Mail Order,5499 Oak St,Rochester,NY,03478,Preferred,2024-11-22,,NetworkHub
PHM00429,5365126880,8473318,Premier Pharmacy #5612,Hospital,953 Lake St,Columbia,MO,49411,In Network,2021-05-02,,NetworkHub
PHM00430,3352689928,4890600,Wellness Rx #7662,Retail,7127 Oak St,St. Louis,MO,87274,In Network,2021-12-26,,ProviderMaster
PHM00431,5363648913,6000136,HealthMart #2841,Independent,1099 Pine St,Houston,TX,41193,In Network,2024-09-17,,NetworkHub
PHM00432,9998271903,6821141,Regional Specialty Pharmacy #7321,Specialty,9623 Park St,Pittsburgh,PA,87894,In Network,2023-07-21,,ProviderMaster
PHM00433,4155693722,2058672,Wellness Rx #8034,Specialty,4617 Main St,San Diego,CA,09002,Preferred,2024-08-28,,NetworkHub
PHM00434,8112558734,1592398,Premier Pharmacy #926,Specialty,8386 Market St,Fort Walton Beach,FL,57121,In Network,2021-01-08,,ProviderMaster
PHM00435,3861872810,6429041,CarePoint #4282,Independent,7790 Oak St,Rochester,NY,55020,Preferred,2021-05-27,,ProviderMaster
PHM00436,6742455446,6920020,CarePoint #6951,Independent,3992 Pine St,Sacramento,CA,12673,Out of Network,2024-07-04,,ProviderMaster
PHM00437,1782273257,0574392,Premier Pharmacy #205,Mail Order,436 Market St,Harrisburg,PA,30181,In Network,2025-05-07,,ProviderMaster
PHM00438,0431206859,5421859,Walgreens #6497,Retail,2406 Oak St,Springfield,MO,85110,Preferred,2023-04-07,,NetworkHub
PHM00439,3747924303,7878951,CVS Pharmacy #461,Retail,4506 Pine St,Raleigh,NC,67098,In Network,2021-07-29,,ProviderMaster
PHM00440,6142793719,6986849,CVS Pharmacy #5382,Independent,2347 Pine St,Fort Walton Beach,FL,52683,Out of Network,2022-09-11,,NetworkHub
PHM00441,4930536449,7294641,Walgreens #8079,Specialty,5231 Park St,Fort Collins,CO,96632,Out of Network,2023-08-15,,NetworkHub
PHM00442,7002503460,2328671,Community Pharmacy #861,Hospital,5816 Lake St,King of Prussia,PA,02915,Preferred,2020-10-03,,ProviderMaster
PHM00443,0243864902,3356356,CVS Pharmacy #5801,Mail Order,2419 Main St,Charlotte,NC,11530,In Network,2024-06-08,,NetworkHub
PHM00444,5653841439,7444405,Regional Specialty Pharmacy #9902,Mail Order,541 Main St,Tampa,FL,94763,In Network,2025-02-25,,ProviderMaster
PHM00445,2515527340,8840086,CarePoint #2327,Independent,7898 Oak St,Columbia,MO,30243,In Network,2022-09-20,,ProviderMaster
PHM00446,0767021742,6833904,HealthMart #7021,Mail Order,358 Lake St,Miami,FL,61061,Preferred,2021-07-23,,NetworkHub
PHM00447,0248401498,8586864,Family Drug #5613,Specialty,6548 Oak St,Columbia,MO,61861,Out of Network,2020-12-29,,ProviderMaster
PHM00448,7542694636,1440450,MedCenter Pharmacy #9382,Specialty,5864 Lake St,Charlotte,NC,36860,In Network,2021-12-31,,NetworkHub
PHM00449,9947293853,7306373,Community Pharmacy #9449,Mail Order,9299 Lake St,Pittsburgh,PA,77273,In Network,2025-08-18,,ProviderMaster
PHM00450,3963465975,1393640,CarePoint #4251,Hospital,7014 Oak St,Tampa,FL,81019,In Network,2023-08-27,,ProviderMaster
PHM00451,4798728187,4061807,Premier Pharmacy #265,Independent,1971 Lake St,Harrisburg,PA,68936,In Network,2020-05-25,,NetworkHub
PHM00452,3951242218,8156628,Walgreens #537,Mail Order,7720 Oak St,Sacramento,CA,83450,In Network,2021-12-10,,NetworkHub
PHM00453,1796485436,5104300,HealthMart #6839,Specialty,7571 Market St,Los Angeles,CA,72126,In Network,2025-07-15,,NetworkHub
PHM00454,3299270890,5895306,CVS Pharmacy #8280,Independent,1017 Market St,Charlotte,NC,14920,In Network,2023-01-29,,ProviderMaster
PHM00455,3237157968,2099770,Regional Specialty Pharmacy #2332,Hospital,3233 Park St,Kansas City,MO,99560,Preferred,2023-10-17,,NetworkHub
PHM00456,5920056438,9007858,HealthMart #3512,Hospital,3975 Market St,New York,NY,67507,In Network,2023-04-27,,NetworkHub
PHM00457,6441489314,0252787,Community Pharmacy #4107,Hospital,7901 Lake St,Irving,TX,59078,Out of Network,2025-05-26,,NetworkHub
PHM00458,0110362264,1025473,Regional Specialty Pharmacy #9649,Hospital,6930 Oak St,Austin,TX,92797,In Network,2023-07-22,,NetworkHub
PHM00459,2652650976,2219272,Regional Specialty Pharmacy #6884,Hospital,2475 Market St,Jacksonville,FL,38196,In Network,2021-09-10,,NetworkHub
PHM00460,6414023802,6483021,Premier Pharmacy #7576,Independent,5144 Oak St,Buffalo,NY,40353,In Network,2020-03-15,,NetworkHub
PHM00461,0689985738,4477013,Community Pharmacy #6713,Mail Order,5017 Market St,Greensboro,NC,76894,Preferred,2021-02-19,,ProviderMaster
PHM00462,5551379107,9025336,Walgreens #1228,Hospital,9252 Park St,Greensboro,NC,36786,In Network,2025-06-04,,ProviderMaster
PHM00463,1532144494,8209263,HealthMart #4624,Mail Order,9403 Oak St,Springfield,MO,01728,In Network,2020-11-28,,ProviderMaster
PHM00464,1616010685,0707226,MedCenter Pharmacy #5971,Independent,3072 Park St,Buffalo,NY,83763,In Network,2022-03-23,,ProviderMaster
PHM00465,0452338468,1373464,Family Drug #2958,Independent,7120 Pine St,Fresno,CA,96109,Out of Network,2024-07-12,,ProviderMaster
PHM00466,9068575532,8073900,HealthMart #2447,Retail,722 Lake St,Albany,NY,92555,In Network,2025-02-10,,NetworkHub
PHM00467,4785045428,2227347,Regional Specialty Pharmacy #9491,Specialty,9491 Lake St,Fort Collins,CO,12783,In Network,2020-08-23,,ProviderMaster
PHM00468,3596644581,5745122,CarePoint #1461,Independent,7010 Main St,Austin,TX,30495,Out of Network,2020-12-22,,NetworkHub
PHM00469,6788012597,1046918,HealthMart #5460,Specialty,6167 Park St,Philadelphia,PA,99345,In Network,2025-06-30,,ProviderMaster
PHM00470,7188569073,4448241,Premier Pharmacy #9260,Specialty,5247 Market St,Orlando,FL,17990,In Network,2024-01-05,,ProviderMaster
PHM00471,8536345590,2358584,Premier Pharmacy #1853,Independent,2930 Pine St,Orlando,FL,33118,Out of Network,2022-02-26,,NetworkHub
PHM00472,7925560212,4829979,MedCenter Pharmacy #823,Mail Order,3973 Main St,Denver,CO,61287,In Network,2020-04-24,,NetworkHub
PHM00473,0995708029,5758217,MedCenter Pharmacy #6116,Independent,786 Lake St,Irving,TX,84428,In Network,2023-03-21,,ProviderMaster
PHM00474,9713077352,6577394,Family Drug #7618,Retail,5716 Market St,St. Louis,MO,97386,In Network,2022-03-14,,ProviderMaster
PHM00475,8060139621,8721898,Premier Pharmacy #9282,Hospital,5850 Park St,Buffalo,NY,70052,Out of Network,2025-11-15,,NetworkHub
PHM00476,1423564613,2247334,Regional Specialty Pharmacy #3557,Independent,4925 Pine St,King of Prussia,PA,01872,Out of Network,2020-12-10,,ProviderMaster
PHM00477,9361431677,4844225,HealthMart #6648,Specialty,8494 Pine St,Harrisburg,PA,87072,Preferred,2024-08-19,,ProviderMaster
PHM00478,3343927383,4512696,Wellness Rx #4777,Retail,5972 Pine St,Buffalo,NY,36078,In Network,2022-05-12,,ProviderMaster
PHM00479,0797565311,5828932,CVS Pharmacy #1535,Mail Order,3951 Park St,Miami,FL,79009,In Network,2024-05-29,,NetworkHub
PHM00480,1341327221,7617200,Premier Pharmacy #9495,Retail,4644 Lake St,Durham,NC,77408,Preferred,2020-01-19,,ProviderMaster
PHM00481,6177163350,2226420,Family Drug #550,Specialty,9384 Main St,Fort Collins,CO,95495,In Network,2025-12-18,,ProviderMaster
PHM00482,2043351293,2356389,Premier Pharmacy #2269,Mail Order,4693 Lake St,Austin,TX,01842,In Network,2024-07-07,,NetworkHub
PHM00483,1647527233,1354067,Family Drug #6393,Specialty,1091 Park St,Pittsburgh,PA,75363,Preferred,2021-10-19,,NetworkHub
PHM00484,7589016371,7149041,CVS Pharmacy #3151,Independent,2126 Market St,San Diego,CA,84753,Out of Network,2023-04-14,,NetworkHub
PHM00485,2429656361,5267524,Community Pharmacy #7699,Mail Order,9708 Main St,Albany,NY,99781,In Network,2025-08-03,,NetworkHub
PHM00486,5804109316,5304135,CarePoint #8681,Hospital,2220 Park St,Rochester,NY,26928,In Network,2024-03-13,,ProviderMaster
PHM00487,8536425601,7221757,CarePoint #3059,Retail,981 Market St,Rochester,NY,37528,In Network,2024-03-20,,ProviderMaster
PHM00488,8641790811,8380546,HealthMart #6880,Specialty,8296 Pine St,Austin,TX,35153,In Network,2020-08-28,,NetworkHub
PHM00489,3435588998,7854765,CVS Pharmacy #2211,Mail Order,3407 Lake St,Pittsburgh,PA,43034,In Network,2023-04-24,,ProviderMaster
PHM00490,6725993170,4503032,Community Pharmacy #6306,Hospital,1494 Oak St,Houston,TX,96024,In Network,2020-02-20,,ProviderMaster
PHM00491,0626988996,4487800,Regional Specialty Pharmacy #7323,Independent,7424 Oak St,Raleigh,NC,81781,In Network,2023-11-07,,ProviderMaster
PHM00492,4806005916,0883795,Regional Specialty Pharmacy #1243,Mail Order,8964 Main St,Miami,FL,95948,In Network,2020-12-18,,ProviderMaster
PHM00493,6085704215,1780233,CarePoint #4344,Specialty,3862 Market St,Raleigh,NC,56541,Out of Network,2025-03-12,,NetworkHub
PHM00494,0715977230,7286917,Wellness Rx #3409,Specialty,1258 Oak St,Chico,CA,10711,In Network,2022-07-13,,NetworkHub
PHM00495,3218126245,3646808,CarePoint #2621,Hospital,5468 Market St,Irving,TX,35273,Preferred,2021-02-25,,ProviderMaster
PHM00496,,4016115,Community Pharmacy #4286,Hospital,5016 Main St,Boulder,CO,33507,In Network,2023-05-26,,ProviderMaster
PHM00497,6804361934,1084543,CVS Pharmacy #3458,Specialty,1425 Park St,Sacramento,CA,82336,In Network,2023-05-24,,NetworkHub
PHM00498,3987954794,0598991,Walgreens #6723,Retail,4405 Pine St,Kansas City,MO,97139,Preferred,2022-09-08,,NetworkHub
PHM00499,9378410183,0220268,Wellness Rx #6695,Mail Order,7231 Lake St,Orlando,FL,34346,Out of Network,2025-04-23,,ProviderMaster
PHM00500,,7887430,Family Drug #1777,Hospital,5923 Market St,Colorado Springs,CO,47526,Out of Network,2025-01-02,,ProviderMaster
