Formulary_Record_ID,Plan_ID,NDC,Drug_Name,Formulary_Tier,Coverage_Status,Prior_Authorization_Flag,Step_Therapy_Flag,Quantity_Limit_Flag,Effective_Date,End_Date,Source_System
FRM001340,PLAN017,80745561821,Singulair,6,Covered,N,N,N,2025-12-31,2026-08-16,FormularyManager
FRM001341,PLAN020,18501762876,Neurontin,3,Covered,N,Y,N,2025-05-14,2026-08-17,FormularyManager
FRM001342,PLAN014,78211193483,UNKNOWN BRAND DRG00226,3,Covered,N,N,N,2025-03-19,2026-11-03,FormularyManager
FRM001343,PLAN006,60804702793,Wellbutrin,2,Covered,Y,N,N,2024-04-06,2025-06-20,FormularyManager
FRM001344,PLAN016,61820941754,Wellbutrin,5,Covered,N,Y,N,2026-01-12,2027-12-02,FormularyManager
FRM001345,PLAN004,79715188913,Lantus,5,Non-Preferred,Y,N,N,2024-09-06,2026-01-27,FormularyManager
FRM001346,PLAN011,62627523121,Lantus,1,Covered,N,N,N,2024-10-09,2025-08-22,FormularyManager
FRM001347,PLAN002,26801997786,Ozempic,4,Covered,Y,Y,Y,2025-03-03,2027-02-08,FormularyManager
FRM001348,PLAN001,65966563490,Ozempic,5,Covered,N,N,N,2025-03-01,2025-09-30,FormularyManager
FRM001349,PLAN004,60856152434,Aldactone,5,Non-Preferred,N,Y,N,2025-05-21,2025-12-13,FormularyManager
FRM001350,PLAN010,98037118876,Lantus,5,Non-Preferred,N,N,N,2024-12-27,2026-03-27,FormularyManager
FRM001351,PLAN010,90653588422,Lexapro,5,Covered,Y,N,N,2024-10-29,2026-10-08,FormularyManager
FRM001352,PLAN020,63011707032,Ozempic,2,Covered,Y,N,N,2024-07-12,2025-09-27,FormularyManager
FRM001353,PLAN001,43701205518,Ozempic,1,Covered,Y,N,N,2026-01-13,2027-06-19,FormularyManager
FRM001354,PLAN014,37452117788,Januvia,1,Covered,N,Y,N,2025-10-28,2027-02-27,FormularyManager
FRM001355,PLAN015,47494236310,Lipitor,3,Covered,N,N,Y,2024-05-20,2025-10-10,FormularyManager
FRM001356,PLAN002,44579406461,Norvasc,2,Covered,N,N,Y,2025-09-13,2027-08-13,FormularyManager
FRM001357,PLAN017,71431521823,Crestor,3,Covered,N,N,N,2025-02-08,2025-10-05,FormularyManager
FRM001358,PLAN011,65004145763,Januvia,5,Covered,N,N,N,2026-05-16,2028-02-17,FormularyManager
FRM001359,PLAN008,14432106343,Microzide,3,Covered,N,N,N,2026-02-20,2027-03-21,FormularyManager
FRM001360,PLAN005,97378960743,Synthroid,4,Covered,N,Y,N,2024-10-17,2026-05-29,FormularyManager
FRM001361,PLAN006,31028872249,Prinivil,2,Non-Preferred,N,N,Y,2024-04-23,2025-09-09,FormularyManager
FRM001362,PLAN014,69287415359,Zoloft,5,Non-Preferred,N,N,N,2024-01-23,2025-06-19,FormularyManager
FRM001363,PLAN016,78831371488,Humalog,1,Covered,N,N,Y,2024-11-12,2025-07-22,FormularyManager
FRM001364,PLAN014,25766628880,Lasix,4,Covered,Y,Y,Y,2025-09-07,2027-01-19,FormularyManager
FRM001365,PLAN004,73046419016,Wellbutrin,2,Covered,N,N,N,2024-08-19,2025-03-13,FormularyManager
FRM001366,PLAN017,17278457796,Prozac,2,Covered,N,N,N,2024-01-18,2025-06-06,FormularyManager
FRM001367,PLAN014,86680432854,Norvasc,1,Covered,N,N,N,2024-05-09,2025-01-05,FormularyManager
FRM001368,PLAN020,33808260085,Cymbalta,4,Non-Preferred,N,N,Y,2025-07-19,2027-07-16,FormularyManager
FRM001369,PLAN016,22313207361,Jardiance,1,Covered,N,N,Y,2024-09-17,2026-03-27,FormularyManager
FRM001370,PLAN020,57344228998,Protonix,2,Covered,N,Y,N,2024-12-25,2026-08-07,FormularyManager
FRM001371,PLAN013,97142643090,Aldactone,2,Covered,N,N,Y,2024-08-04,2025-11-13,FormularyManager
FRM001372,PLAN008,46113156038,Humalog,5,Non-Preferred,N,N,N,2025-03-11,2026-01-25,FormularyManager
FRM001373,PLAN008,94714373929,Januvia,1,Covered,N,N,N,2025-04-01,2027-03-14,FormularyManager
FRM001374,PLAN016,48632631955,Protonix,5,Covered,N,N,Y,2024-08-27,2026-06-12,FormularyManager
FRM001375,PLAN016,80550996369,Vibramycin,4,Covered,N,N,Y,2026-04-22,2027-10-26,FormularyManager
FRM001376,PLAN004,51917506910,Crestor,0,Excluded,N,Y,Y,2025-05-29,2026-10-16,FormularyManager
FRM001377,PLAN014,48836820566,Lipitor,5,Covered,N,N,N,2025-11-24,2027-10-12,FormularyManager
FRM001378,PLAN011,51850973745,Jardiance,2,Covered,N,N,Y,2024-11-23,2026-03-23,FormularyManager
FRM001379,PLAN004,22522938085,Eliquis,5,Covered,N,N,N,2024-05-25,2025-09-01,FormularyManager
FRM001380,PLAN014,27990184869,Aldactone,4,Covered,N,N,N,2025-04-13,2025-12-20,FormularyManager
FRM001381,PLAN004,90653588422,Lexapro,3,Non-Preferred,Y,N,N,2024-12-13,2026-12-07,FormularyManager
FRM001382,PLAN010,63060557974,Ozempic,3,Excluded,N,N,N,2026-02-12,2026-10-07,FormularyManager
FRM001383,PLAN017,20698353031,Synthroid,4,Covered,N,N,Y,2024-12-10,2026-10-01,FormularyManager
FRM001384,PLAN012,76013679988,Cozaar,5,Excluded,N,N,Y,2025-10-02,2027-08-18,FormularyManager
FRM001385,PLAN011,20269556375,Singulair,2,Covered,N,N,N,2024-03-31,2025-08-04,FormularyManager
FRM001386,PLAN011,57892185137,Singulair,5,Non-Preferred,N,N,N,2024-10-29,2025-07-29,FormularyManager
FRM001387,PLAN001,37017591044,Jardiance,4,Excluded,Y,N,N,2025-02-11,2026-06-17,FormularyManager
FRM001388,PLAN003,80158561493,Prinivil,4,Excluded,N,Y,N,2026-03-28,2027-08-04,FormularyManager
FRM001389,PLAN018,37423653148,Lasix,2,Covered,N,Y,N,2026-05-31,2027-01-02,FormularyManager
FRM001390,PLAN018,85417501813,Wellbutrin,4,Covered,N,N,N,2025-08-19,2026-04-06,FormularyManager
FRM001391,PLAN001,94459224162,Norvasc,4,Covered,N,N,N,2024-01-03,2024-07-05,FormularyManager
FRM001392,PLAN012,61102807993,Humalog,5,Covered,N,N,N,2025-10-18,2027-06-03,FormularyManager
FRM001393,PLAN010,52004247373,Eliquis,5,Covered,Y,N,Y,2025-09-05,2026-05-25,FormularyManager
FRM001394,PLAN019,64532981981,Crestor,2,Covered,N,N,N,2025-02-03,2026-12-07,FormularyManager
FRM001395,PLAN019,67086806285,Eliquis,5,Covered,N,N,N,2025-07-05,2026-02-03,FormularyManager
FRM001396,PLAN004,48967225613,Neurontin,5,Covered,N,N,N,2026-01-16,2027-04-10,FormularyManager
FRM001397,PLAN019,90122185551,Januvia,5,Covered,N,Y,N,2026-03-09,2027-03-22,FormularyManager
FRM001398,PLAN014,80870713084,Synthroid,3,Covered,Y,N,N,2024-01-05,2025-07-19,FormularyManager
FRM001399,PLAN010,96515232917,Norvasc,5,Covered,N,N,N,2024-08-30,2025-12-02,FormularyManager
FRM001400,PLAN009,23338670584,FORMULARY NAME MISMATCH,4,Covered,N,N,N,2025-03-24,2025-11-18,FormularyManager
FRM001401,PLAN003,98037118876,Lantus,4,Covered,N,N,Y,2024-09-21,2025-10-21,FormularyManager
FRM001402,PLAN013,47326286219,Lopressor,4,Covered,Y,N,Y,2024-05-21,2024-12-17,FormularyManager
FRM001403,PLAN017,98610652597,Prinivil,2,Non-Preferred,Y,Y,N,2025-12-03,2027-08-02,FormularyManager
FRM001404,PLAN010,74794323539,Aldactone,2,Covered,Y,N,N,2025-12-11,2027-11-23,FormularyManager
FRM001405,PLAN014,10394138129,Lantus,2,Excluded,N,Y,N,2024-12-12,2026-07-02,FormularyManager
FRM001406,PLAN002,55066490222,Cozaar,5,Covered,Y,Y,N,2025-02-14,2025-12-17,FormularyManager
FRM001407,PLAN006,97242993023,FORMULARY NAME MISMATCH,3,Covered,N,N,Y,2024-09-28,2025-09-11,FormularyManager
FRM001408,PLAN016,50757578276,Zoloft,5,Covered,N,N,Y,2025-04-15,2026-03-05,FormularyManager
FRM001409,PLAN016,52087160927,Januvia,2,Excluded,N,N,Y,2024-05-17,2025-02-01,FormularyManager
FRM001410,PLAN001,92608453526,Ozempic,1,Non-Preferred,N,N,N,2025-12-01,2027-03-06,FormularyManager
FRM001411,PLAN018,44211207023,UNKNOWN BRAND DRG00834,5,Covered,N,N,N,2025-04-14,2027-04-10,FormularyManager
FRM001412,PLAN016,22287685065,Wellbutrin,5,Covered,N,Y,Y,2025-02-02,2025-09-03,FormularyManager
FRM001413,PLAN003,94250599448,Humalog,1,Covered,N,N,N,2025-10-28,2026-10-21,FormularyManager
FRM001414,PLAN020,91356729487,Synthroid,3,Covered,Y,N,N,2024-05-25,2026-05-13,FormularyManager
FRM001415,PLAN003,93139577848,Protonix,2,Covered,N,N,N,2026-04-29,2028-01-19,FormularyManager
FRM001416,PLAN012,78929224734,Norvasc,5,Covered,N,N,N,2024-10-27,2025-09-14,FormularyManager
FRM001417,PLAN020,18150603280,Microzide,3,Non-Preferred,N,N,N,2026-01-21,2027-01-25,FormularyManager
FRM001418,PLAN004,59912899015,Lantus,2,Non-Preferred,N,N,N,2026-04-09,2026-12-21,FormularyManager
FRM001419,PLAN003,86876532778,Jardiance,1,Covered,N,N,N,2026-02-10,2027-10-29,FormularyManager
FRM001420,PLAN014,12391577414,Humalog,4,Non-Preferred,N,N,N,2024-05-25,2026-01-06,FormularyManager
FRM001421,PLAN008,99511771384,Cozaar,3,Covered,N,N,N,2024-10-02,2026-04-05,FormularyManager
FRM001422,PLAN002,95095862344,Singulair,1,Covered,Y,N,N,2024-01-12,2025-02-16,FormularyManager
FRM001423,PLAN019,92375297554,Lipitor,5,Covered,Y,Y,N,2026-05-15,2027-11-18,FormularyManager
FRM001424,PLAN010,18077751316,Prinivil,2,Covered,N,N,N,2025-12-29,2027-04-19,FormularyManager
FRM001425,PLAN007,96381286924,Singulair,4,Covered,N,Y,N,2024-04-06,2025-12-18,FormularyManager
FRM001426,PLAN016,25353369992,Vibramycin,4,Covered,N,Y,Y,2025-08-10,2027-05-22,FormularyManager
FRM001427,PLAN020,75670258359,Cymbalta,5,Covered,N,N,N,2024-06-26,2025-02-06,FormularyManager
FRM001428,PLAN006,23338670584,Lasix,2,Covered,N,N,N,2025-03-24,2026-06-15,FormularyManager
FRM001429,PLAN001,55066490222,Cozaar,4,Covered,N,N,N,2024-02-21,2025-05-24,FormularyManager
FRM001430,PLAN001,68485665817,Lopressor,3,Non-Preferred,Y,Y,N,2025-11-06,2027-06-15,FormularyManager
FRM001431,PLAN006,38837974554,Januvia,1,Non-Preferred,N,Y,N,2024-02-10,2024-08-25,FormularyManager
FRM001432,PLAN011,27560233760,Eliquis,2,Non-Preferred,N,Y,Y,2025-05-29,2026-03-24,FormularyManager
FRM001433,PLAN015,49501356011,Lopressor,3,Non-Preferred,Y,Y,N,2024-11-05,2026-07-05,FormularyManager
FRM001434,PLAN020,86890799081,Norvasc,5,Non-Preferred,N,Y,N,2025-02-05,2026-03-16,FormularyManager
FRM001435,PLAN006,81712516630,Crestor,4,Covered,N,N,N,2024-03-24,2026-02-26,FormularyManager
FRM001436,PLAN019,99338867913,Prinivil,4,Covered,N,Y,N,2025-09-04,2026-10-16,FormularyManager
FRM001437,PLAN012,69240639616,Ozempic,2,Covered,N,N,Y,2024-12-22,2026-09-28,FormularyManager
FRM001438,PLAN004,25964239840,Wellbutrin,4,Covered,Y,N,N,2026-02-16,2027-03-02,FormularyManager
FRM001439,PLAN011,36527120523,Prilosec,5,Non-Preferred,N,N,N,2026-05-28,2027-12-04,FormularyManager
FRM001440,PLAN008,43873981962,Wellbutrin,4,Excluded,N,N,N,2024-03-01,2025-03-11,FormularyManager
FRM001441,PLAN006,83261389024,Synthroid,5,Covered,Y,N,N,2025-01-08,2025-09-15,FormularyManager
FRM001442,PLAN002,59772579378,Lopressor,1,Covered,N,N,N,2025-03-31,2027-03-19,FormularyManager
FRM001443,PLAN020,78211193483,UNKNOWN BRAND DRG00226,2,Covered,N,N,Y,2026-02-06,2027-06-26,FormularyManager
FRM001444,PLAN011,29471563846,Coreg,4,Covered,N,N,N,2024-09-05,2026-04-19,FormularyManager
FRM001445,PLAN015,26703687825,Zoloft,4,Non-Preferred,N,N,N,2026-02-10,2026-12-01,FormularyManager
FRM001446,PLAN001,59783584950,Humalog,4,Non-Preferred,N,N,N,2024-02-27,2024-12-04,FormularyManager
FRM001447,PLAN020,94599568355,Microzide,2,Excluded,N,N,N,2026-05-01,2027-10-18,FormularyManager
FRM001448,PLAN002,38837974554,Januvia,1,Covered,N,Y,N,2024-09-13,2026-01-19,FormularyManager
FRM001449,PLAN019,17493123839,Plavix,2,Covered,N,N,N,2026-04-06,2026-10-09,FormularyManager
FRM001450,PLAN001,66849248677,Coreg,1,Covered,N,N,N,2025-08-04,2027-06-23,FormularyManager
FRM001451,PLAN008,52954526623,Zoloft,2,Covered,N,Y,N,2025-04-12,2025-11-02,FormularyManager
FRM001452,PLAN008,66849248677,Coreg,3,Covered,N,N,N,2024-07-28,2025-08-17,FormularyManager
FRM001453,PLAN012,99309147368,Jardiance,4,Covered,N,Y,N,2026-05-29,2027-02-17,FormularyManager
FRM001454,PLAN015,66359510772,Januvia,3,Covered,N,Y,N,2025-12-04,2027-10-07,FormularyManager
FRM001455,PLAN015,80226651352,Crestor,3,Covered,N,N,N,2024-04-13,2025-07-11,FormularyManager
FRM001456,PLAN015,91304485350,Lipitor,5,Covered,N,N,N,2024-11-08,2026-01-24,FormularyManager
FRM001457,PLAN002,39556565835,Vibramycin,9,Covered,N,N,Y,2026-01-30,2027-11-03,FormularyManager
FRM001458,PLAN003,31674507922,Protonix,2,Covered,N,N,Y,2025-05-01,2026-04-09,FormularyManager
FRM001459,PLAN018,33667709457,Protonix,3,Covered,N,N,N,2025-07-22,2026-06-14,FormularyManager
FRM001460,PLAN002,96005568835,Vibramycin,2,Covered,Y,N,N,2025-05-17,2026-04-08,FormularyManager
FRM001461,PLAN002,68817261549,Humalog,2,Covered,N,N,N,2025-07-31,2026-09-08,FormularyManager
FRM001462,PLAN019,47253753474,Protonix,3,Covered,N,N,Y,2026-02-10,2028-01-22,FormularyManager
FRM001463,PLAN009,36099200846,Lasix,4,Covered,Y,N,N,2024-06-25,2025-06-15,FormularyManager
FRM001464,PLAN006,92832990195,Singulair,3,Covered,N,N,Y,2025-11-13,2027-07-18,FormularyManager
FRM001465,PLAN018,61425622844,Januvia,2,Covered,N,Y,N,2024-12-21,2025-12-27,FormularyManager
FRM001466,PLAN011,35257352788,Vibramycin,3,Covered,Y,N,Y,2026-01-15,2026-09-09,FormularyManager
FRM001467,PLAN014,24959442831,Humalog,5,Covered,Y,Y,N,2024-09-30,2025-05-14,FormularyManager
FRM001468,PLAN017,42506952673,Ozempic,4,Non-Preferred,N,N,N,2025-12-24,2026-07-16,FormularyManager
FRM001469,PLAN010,21424930580,Glucophage,1,Covered,N,N,N,2025-07-14,2027-03-30,FormularyManager
FRM001470,PLAN007,94092112525,Neurontin,2,Covered,N,N,Y,2025-03-11,2026-06-11,FormularyManager
FRM001471,PLAN006,90653588422,Lexapro,1,Covered,Y,N,N,2024-04-14,2025-02-13,FormularyManager
FRM001472,PLAN014,39238700621,Prozac,4,Covered,N,N,N,2025-11-18,2027-10-26,FormularyManager
FRM001473,PLAN001,68732282181,Neurontin,1,Excluded,N,Y,N,2024-04-20,2025-08-26,FormularyManager
FRM001474,PLAN004,99282121398,Prozac,5,Covered,N,N,N,2024-02-20,2025-07-05,FormularyManager
FRM001475,PLAN004,51167339278,Ventolin,3,Covered,Y,N,N,2025-05-10,2026-11-21,FormularyManager
FRM001476,PLAN008,61425622844,Januvia,2,Covered,N,N,N,2026-05-27,2027-05-23,FormularyManager
FRM001477,PLAN010,11107186150,Plavix,1,Non-Preferred,N,N,N,2024-08-31,2026-02-07,FormularyManager
FRM001478,PLAN019,66887309527,Microzide,1,Covered,Y,N,N,2026-02-15,2027-08-05,FormularyManager
FRM001479,PLAN018,31723369638,Vibramycin,2,Covered,N,N,Y,2025-09-15,2026-10-10,FormularyManager
FRM001480,PLAN015,31923278318,Vibramycin,5,Covered,N,N,N,2025-09-28,2026-08-01,FormularyManager
FRM001481,PLAN011,96959249363,Cymbalta,5,Covered,N,N,N,2026-05-14,2028-05-06,FormularyManager
FRM001482,PLAN017,55296874591,Synthroid,3,Non-Preferred,N,N,N,2024-02-22,2025-02-27,FormularyManager
FRM001483,PLAN003,96493569992,Synthroid,2,Covered,Y,N,Y,2024-01-24,2025-10-03,FormularyManager
FRM001484,PLAN006,61966238250,Neurontin,1,Covered,Y,Y,N,2025-05-16,2027-03-05,FormularyManager
FRM001485,PLAN011,69240639616,Ozempic,2,Covered,N,N,N,2025-08-02,2027-01-16,FormularyManager
FRM001486,PLAN011,86802579865,Ventolin,2,Non-Preferred,N,Y,N,2025-04-17,2026-12-23,FormularyManager
FRM001487,PLAN003,39077562796,Glucophage,3,Covered,N,Y,N,2025-07-03,2027-06-09,FormularyManager
FRM001488,PLAN006,26948834812,FORMULARY NAME MISMATCH,2,Covered,N,N,N,2025-11-12,2027-05-31,FormularyManager
FRM001489,PLAN015,37355642412,Zoloft,5,Non-Preferred,N,N,N,2025-02-19,2026-07-23,FormularyManager
FRM001490,PLAN010,82822319745,Crestor,5,Non-Preferred,Y,Y,N,2026-03-28,2027-01-28,FormularyManager
FRM001491,PLAN014,49994194179,Jardiance,1,Excluded,N,N,N,2026-04-01,2027-04-30,FormularyManager
FRM001492,PLAN001,14030276734,Cymbalta,2,Non-Preferred,Y,N,N,2025-06-15,2027-03-15,FormularyManager
FRM001493,PLAN003,38862821761,Prilosec,2,Non-Preferred,N,N,N,2025-05-26,2026-08-11,FormularyManager
FRM001494,PLAN013,95847621920,Lopressor,1,Covered,N,N,N,2026-01-17,2026-08-19,FormularyManager
FRM001495,PLAN020,61680269653,Zoloft,3,Covered,N,N,Y,2024-08-05,2025-03-10,FormularyManager
FRM001496,PLAN016,47253753474,Protonix,3,Covered,N,N,N,2024-01-06,2024-10-28,FormularyManager
FRM001497,PLAN001,94092112525,Neurontin,3,Non-Preferred,N,Y,N,2024-02-11,2025-09-22,FormularyManager
FRM001498,PLAN007,56084952427,Humalog,3,Covered,Y,N,N,2026-02-23,2027-09-23,FormularyManager
FRM001499,PLAN017,78831371488,Humalog,3,Covered,Y,N,Y,2024-06-10,2026-05-12,FormularyManager
FRM001500,PLAN005,94092112525,Neurontin,4,Covered,N,N,N,2025-03-13,2026-10-16,FormularyManager
FRM001501,PLAN006,40842594127,Eliquis,2,Covered,N,Y,N,2025-07-02,2026-07-14,FormularyManager
FRM001502,PLAN002,70483244548,Coreg,3,Non-Preferred,N,N,N,2025-05-16,2026-11-22,FormularyManager
FRM001503,PLAN002,77633965520,Zoloft,5,Covered,N,N,N,2024-08-27,2026-01-07,FormularyManager
FRM001504,PLAN011,94835111213,Ventolin,3,Covered,N,N,N,2025-12-15,2027-10-21,FormularyManager
FRM001505,PLAN006,66961165235,Crestor,1,Covered,N,N,N,2024-05-06,2025-08-01,FormularyManager
FRM001506,PLAN013,99282121398,Prozac,5,Covered,N,Y,Y,2025-07-07,2026-01-22,FormularyManager
FRM001507,PLAN013,76013679988,Cozaar,4,Covered,N,N,N,2025-05-09,2026-02-26,FormularyManager
FRM001508,PLAN015,63613240630,Ozempic,3,Covered,N,Y,N,2026-03-29,2027-09-29,FormularyManager
FRM001509,PLAN006,96443863653,Zoloft,2,Non-Preferred,Y,N,N,2025-10-11,2026-12-23,FormularyManager
FRM001510,PLAN020,57576578668,Zoloft,1,Covered,N,N,N,2026-03-24,2027-10-07,FormularyManager
FRM001511,PLAN005,28631979336,Prozac,2,Covered,N,N,N,2024-04-06,2024-10-05,FormularyManager
FRM001512,PLAN007,13230284057,Januvia,1,Covered,N,Y,N,2025-11-24,2027-05-04,FormularyManager
FRM001513,PLAN017,39903246537,Prilosec,5,Covered,N,N,N,2025-06-22,2027-03-22,FormularyManager
FRM001514,PLAN009,62995547857,Cymbalta,5,Non-Preferred,N,N,N,2025-02-12,2026-08-13,FormularyManager
FRM001515,PLAN016,87507818254,Zoloft,1,Covered,Y,N,N,2026-04-12,2026-10-10,FormularyManager
FRM001516,PLAN004,41290491468,Prinivil,3,Non-Preferred,N,N,N,2024-06-13,2025-12-19,FormularyManager
FRM001517,PLAN007,73825238231,Lexapro,2,Covered,Y,N,N,2025-04-19,2026-09-25,FormularyManager
FRM001518,PLAN004,11107186150,Plavix,2,Covered,N,N,Y,2025-07-05,2026-03-20,FormularyManager
FRM001519,PLAN002,61966238250,Neurontin,4,Non-Preferred,Y,N,Y,2024-12-08,2026-06-13,FormularyManager
FRM001520,PLAN017,25094254121,Synthroid,1,Covered,N,N,N,2026-02-17,2027-08-27,FormularyManager
FRM001521,PLAN010,90653588422,Lexapro,4,Covered,N,N,N,2026-02-15,2026-09-15,FormularyManager
FRM001522,PLAN016,92790872997,Plavix,4,Covered,N,Y,N,2024-04-28,2025-12-02,FormularyManager
FRM001523,PLAN009,66286287567,Lopressor,1,Excluded,N,N,Y,2025-06-03,2026-04-15,FormularyManager
FRM001524,PLAN020,25964239840,Wellbutrin,5,Covered,N,Y,N,2024-06-19,2025-12-14,FormularyManager
FRM001525,PLAN010,82822319745,Crestor,1,Covered,N,N,Y,2026-01-25,2026-11-16,FormularyManager
FRM001526,PLAN019,86445320315,Eliquis,1,Covered,N,N,Y,2024-04-07,2026-01-02,FormularyManager
FRM001527,PLAN003,70221820796,Lipitor,5,Covered,N,Y,N,2024-05-05,2025-01-20,FormularyManager
FRM001528,PLAN009,80571446571,Norvasc,3,Covered,N,N,N,2024-03-02,2025-08-04,FormularyManager
FRM001529,PLAN014,52855896229,Neurontin,1,Covered,N,N,Y,2024-02-01,2025-01-01,FormularyManager
FRM001530,PLAN004,58257248865,Synthroid,2,Covered,N,N,N,2026-03-22,2027-10-29,FormularyManager
FRM001531,PLAN018,44151264671,Humalog,1,Non-Preferred,N,N,Y,2025-12-20,2027-09-21,FormularyManager
FRM001532,PLAN019,38837974554,Januvia,2,Covered,Y,Y,N,2026-04-26,2027-06-19,FormularyManager
FRM001533,PLAN018,59002120957,Cozaar,4,Excluded,N,N,Y,2026-06-01,2026-12-27,FormularyManager
FRM001534,PLAN004,33349215114,Ozempic,3,Covered,N,N,Y,2025-10-23,2027-04-20,FormularyManager
FRM001535,PLAN015,38443858993,Lipitor,3,Non-Preferred,Y,N,N,2025-03-28,2026-11-14,FormularyManager
FRM001536,PLAN008,36099200846,Lasix,1,Covered,N,N,Y,2024-03-18,2025-06-11,FormularyManager
FRM001537,PLAN015,38837974554,Januvia,2,Covered,N,N,N,2024-08-24,2026-02-27,FormularyManager
FRM001538,PLAN014,44211207023,UNKNOWN BRAND DRG00834,3,Covered,N,N,N,2024-07-06,2025-07-12,FormularyManager
FRM001539,PLAN007,44605799615,Lasix,3,Covered,N,N,N,2025-06-03,2026-09-16,FormularyManager
FRM001540,PLAN009,23817377057,Lexapro,5,Non-Preferred,N,N,N,2026-01-20,2027-01-28,FormularyManager
FRM001541,PLAN005,48887377765,Aldactone,3,Covered,Y,Y,N,2025-01-12,2026-05-17,FormularyManager
FRM001542,PLAN012,70483244548,Coreg,4,Non-Preferred,N,N,N,2025-12-08,2027-09-19,FormularyManager
FRM001543,PLAN010,52550652494,Cymbalta,1,Excluded,Y,Y,N,2025-03-07,2026-08-03,FormularyManager
FRM001544,PLAN009,18566199288,Coreg,3,Covered,N,N,N,2025-11-14,2027-10-21,FormularyManager
FRM001545,PLAN010,63011707032,Ozempic,2,Covered,N,N,N,2025-04-25,2027-02-19,FormularyManager
FRM001546,PLAN012,55066490222,Cozaar,5,Covered,N,Y,N,2026-05-12,2026-12-04,FormularyManager
FRM001547,PLAN007,95701180452,Neurontin,1,Covered,Y,N,N,2024-07-16,2025-12-25,FormularyManager
FRM001548,PLAN010,19606146745,Microzide,3,Covered,N,N,N,2024-08-28,2025-02-27,FormularyManager
FRM001549,PLAN020,25951181670,Prilosec,1,Covered,N,N,Y,2024-12-20,2026-03-02,FormularyManager
FRM001550,PLAN015,91638946513,Coreg,4,Non-Preferred,N,N,N,2024-04-18,2024-12-02,FormularyManager
FRM001551,PLAN015,20393586211,Januvia,3,Covered,N,N,N,2024-05-27,2025-09-23,FormularyManager
FRM001552,PLAN006,92274531886,Lexapro,3,Non-Preferred,N,N,N,2025-04-22,2026-01-10,FormularyManager
FRM001553,PLAN001,32444678260,Humalog,9,Covered,N,N,Y,2024-12-27,2025-07-17,FormularyManager
FRM001554,PLAN007,39273980031,Vibramycin,1,Covered,N,N,N,2025-07-09,2026-09-23,FormularyManager
FRM001555,PLAN009,30516747666,Cymbalta,3,Covered,N,N,N,2024-12-13,2026-07-05,FormularyManager
FRM001556,PLAN007,23338670584,Lasix,1,Covered,Y,N,N,2025-07-29,2026-05-19,FormularyManager
FRM001557,PLAN020,73548373375,Aldactone,4,Covered,N,N,N,2024-02-29,2024-11-23,FormularyManager
FRM001558,PLAN003,15426453054,FORMULARY NAME MISMATCH,5,Covered,N,Y,N,2025-03-10,2025-12-22,FormularyManager
FRM001559,PLAN011,97242993023,Norvasc,2,Covered,Y,N,N,2026-02-10,2027-07-29,FormularyManager
FRM001560,PLAN017,25904761313,FORMULARY NAME MISMATCH,6,Covered,Y,N,Y,2026-04-09,2027-08-21,FormularyManager
FRM001561,PLAN017,67041360337,Coreg,1,Non-Preferred,N,N,N,2025-01-11,2027-01-08,FormularyManager
FRM001562,PLAN009,78375177340,Zoloft,4,Covered,N,N,N,2024-07-06,2025-12-18,FormularyManager
FRM001563,PLAN008,48632631955,Protonix,4,Covered,N,N,N,2026-01-06,2027-09-12,FormularyManager
FRM001564,PLAN018,69179660314,Microzide,2,Covered,N,N,N,2025-08-10,2026-09-07,FormularyManager
FRM001565,PLAN003,86445320315,Eliquis,2,Covered,N,N,Y,2024-07-24,2025-02-22,FormularyManager
FRM001566,PLAN010,88056214772,Lopressor,3,Covered,Y,N,N,2025-04-03,2026-08-12,FormularyManager
FRM001567,PLAN011,21424930580,Glucophage,5,Covered,N,Y,Y,2025-03-11,2026-05-03,FormularyManager
FRM001568,PLAN011,55068365571,Lipitor,4,Covered,Y,N,N,2025-10-24,2027-10-13,FormularyManager
FRM001569,PLAN006,51465880016,Ozempic,1,Covered,Y,N,N,2025-02-19,2025-11-01,FormularyManager
FRM001570,PLAN017,76582366385,Lantus,1,Covered,N,N,N,2025-10-04,2027-04-26,FormularyManager
FRM001571,PLAN004,26801997786,Ozempic,1,Non-Preferred,N,N,N,2024-01-08,2024-07-06,FormularyManager
FRM001572,PLAN013,37173563991,Lasix,1,Covered,Y,N,Y,2025-08-27,2027-02-02,FormularyManager
FRM001573,PLAN010,55751721745,Aldactone,3,Covered,N,Y,N,2024-03-30,2025-07-04,FormularyManager
FRM001574,PLAN010,49110425221,Ventolin,3,Covered,N,N,Y,2025-01-17,2025-11-29,FormularyManager
FRM001575,PLAN009,56735853544,Singulair,5,Covered,Y,N,N,2025-12-10,2027-02-06,FormularyManager
FRM001576,PLAN003,35516352970,Cymbalta,1,Covered,N,N,N,2026-04-30,2027-01-08,FormularyManager
FRM001577,PLAN004,22522938085,Eliquis,4,Covered,N,N,N,2025-11-10,2027-03-05,FormularyManager
FRM001578,PLAN019,24212233551,Norvasc,2,Covered,N,N,N,2025-11-13,2027-03-26,FormularyManager
FRM001579,PLAN009,47340976831,Singulair,5,Covered,N,N,N,2025-10-27,2026-04-25,FormularyManager
FRM001580,PLAN019,76439803058,Microzide,4,Covered,N,N,N,2025-03-19,2025-10-22,FormularyManager
